Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","168.767","45,11%"
"GALICIA","MULLERES","205.328","54,89%"

"A.S. A CORUÑA E CEE","HOMES","37.313","44,79%"
"A.S. A CORUÑA E CEE","MULLERES","45.994","55,21%"
"A.S. FERROL","HOMES","12.182","44,53%"
"A.S. FERROL","MULLERES","15.174","55,47%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.884","44,55%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.506","55,45%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.346","44,2%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.682","55,8%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.180","45,36%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.102","54,64%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.280","45,77%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.402","54,23%"
"A.S. VIGO","HOMES","38.467","45,9%"
"A.S. VIGO","MULLERES","45.337","54,1%"
"SEN A.S. ASIGNADA","HOMES","115","46,75%"
"SEN A.S. ASIGNADA","MULLERES","131","53,25%"
