Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","50.662","46,47%"
"GALICIA","MULLERES","58.367","53,53%"

"A.S. A CORUÑA E CEE","HOMES","12.084","46,72%"
"A.S. A CORUÑA E CEE","MULLERES","13.781","53,28%"
"A.S. FERROL","HOMES","3.609","45,76%"
"A.S. FERROL","MULLERES","4.277","54,24%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.372","46,61%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.154","53,39%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.172","45,9%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.275","54,1%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.685","46,77%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.471","53,23%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.545","46,99%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.511","53,01%"
"A.S. VIGO","HOMES","10.195","46,15%"
"A.S. VIGO","MULLERES","11.898","53,85%"
