Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","168.289","45,1%"
"GALICIA","MULLERES","204.858","54,9%"

"A.S. A CORUÑA E CEE","HOMES","37.216","44,78%"
"A.S. A CORUÑA E CEE","MULLERES","45.897","55,22%"
"A.S. FERROL","HOMES","12.127","44,49%"
"A.S. FERROL","MULLERES","15.132","55,51%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.803","44,56%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.395","55,44%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.316","44,17%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.677","55,83%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.143","45,35%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.073","54,65%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.184","45,74%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.312","54,26%"
"A.S. VIGO","HOMES","38.384","45,9%"
"A.S. VIGO","MULLERES","45.240","54,1%"
"SEN A.S. ASIGNADA","HOMES","116","46,77%"
"SEN A.S. ASIGNADA","MULLERES","132","53,23%"
