Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","159.798","44,99%"
"GALICIA","MULLERES","195.423","55,01%"

"A.S. A CORUÑA E CEE","HOMES","34.991","44,76%"
"A.S. A CORUÑA E CEE","MULLERES","43.177","55,24%"
"A.S. FERROL","HOMES","11.247","44,33%"
"A.S. FERROL","MULLERES","14.125","55,67%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.726","44,25%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.335","55,75%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.286","43,93%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.615","56,07%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.340","45,21%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.229","54,79%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.081","45,64%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.106","54,36%"
"A.S. VIGO","HOMES","37.009","45,85%"
"A.S. VIGO","MULLERES","43.707","54,15%"
"SEN A.S. ASIGNADA","HOMES","118","47,77%"
"SEN A.S. ASIGNADA","MULLERES","129","52,23%"
