Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","173.543","45,24%"
"GALICIA","MULLERES","210.041","54,76%"

"A.S. A CORUÑA E CEE","HOMES","38.544","44,89%"
"A.S. A CORUÑA E CEE","MULLERES","47.311","55,11%"
"A.S. FERROL","HOMES","12.522","44,64%"
"A.S. FERROL","MULLERES","15.529","55,36%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.719","44,88%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","24.214","55,12%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.932","44,47%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","26.138","55,53%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.506","45,43%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.435","54,57%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.983","45,92%"
"A.S. SANTIAGO E BARBANZA","MULLERES","27.065","54,08%"
"A.S. VIGO","HOMES","39.228","45,91%"
"A.S. VIGO","MULLERES","46.224","54,09%"
"SEN A.S. ASIGNADA","HOMES","109","46,58%"
"SEN A.S. ASIGNADA","MULLERES","125","53,42%"
