Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","172.423","45,21%"
"GALICIA","MULLERES","208.953","54,79%"

"A.S. A CORUÑA E CEE","HOMES","38.258","44,85%"
"A.S. A CORUÑA E CEE","MULLERES","47.045","55,15%"
"A.S. FERROL","HOMES","12.462","44,64%"
"A.S. FERROL","MULLERES","15.453","55,36%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.539","44,83%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","24.041","55,17%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.787","44,4%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","26.034","55,6%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.406","45,41%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.329","54,59%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.809","45,89%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.899","54,11%"
"A.S. VIGO","HOMES","39.051","45,9%"
"A.S. VIGO","MULLERES","46.025","54,1%"
"SEN A.S. ASIGNADA","HOMES","111","46,64%"
"SEN A.S. ASIGNADA","MULLERES","127","53,36%"
