Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","71.255","47,41%"
"GALICIA","MULLERES","79.028","52,59%"

"A.S. A CORUÑA E CEE","HOMES","16.749","47,5%"
"A.S. A CORUÑA E CEE","MULLERES","18.511","52,5%"
"A.S. FERROL","HOMES","4.711","46,55%"
"A.S. FERROL","MULLERES","5.409","53,45%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","7.590","47,5%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","8.390","52,5%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.060","46,95%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.109","53,05%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.428","47,57%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.288","52,43%"
"A.S. SANTIAGO E BARBANZA","HOMES","9.938","47,85%"
"A.S. SANTIAGO E BARBANZA","MULLERES","10.831","52,15%"
"A.S. VIGO","HOMES","15.779","47,43%"
"A.S. VIGO","MULLERES","17.490","52,57%"
