Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","69.228","47,36%"
"GALICIA","MULLERES","76.932","52,64%"

"A.S. A CORUÑA E CEE","HOMES","16.141","47,46%"
"A.S. A CORUÑA E CEE","MULLERES","17.869","52,54%"
"A.S. FERROL","HOMES","4.559","46,44%"
"A.S. FERROL","MULLERES","5.258","53,56%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","7.353","47,41%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","8.155","52,59%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","7.935","46,86%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","8.997","53,14%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.238","47,57%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.078","52,43%"
"A.S. SANTIAGO E BARBANZA","HOMES","9.755","47,8%"
"A.S. SANTIAGO E BARBANZA","MULLERES","10.651","52,2%"
"A.S. VIGO","HOMES","15.247","47,39%"
"A.S. VIGO","MULLERES","16.924","52,61%"
