Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","87.565","47,58%"
"GALICIA","MULLERES","96.466","52,42%"

"A.S. A CORUÑA E CEE","HOMES","19.545","47,5%"
"A.S. A CORUÑA E CEE","MULLERES","21.604","52,5%"
"A.S. FERROL","HOMES","5.510","47,23%"
"A.S. FERROL","MULLERES","6.157","52,77%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","9.311","47,6%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","10.248","52,4%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","10.762","47,35%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","11.968","52,65%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","10.327","47,65%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","11.347","52,35%"
"A.S. SANTIAGO E BARBANZA","HOMES","11.617","47,92%"
"A.S. SANTIAGO E BARBANZA","MULLERES","12.626","52,08%"
"A.S. VIGO","HOMES","20.493","47,65%"
"A.S. VIGO","MULLERES","22.516","52,35%"
