Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.110","45,18%"
"GALICIA","MULLERES","207.625","54,82%"

"A.S. A CORUÑA E CEE","HOMES","37.903","44,83%"
"A.S. A CORUÑA E CEE","MULLERES","46.639","55,17%"
"A.S. FERROL","HOMES","12.381","44,6%"
"A.S. FERROL","MULLERES","15.379","55,4%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.289","44,74%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.824","55,26%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.611","44,3%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.916","55,7%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.361","45,41%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.271","54,59%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.566","45,8%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.704","54,2%"
"A.S. VIGO","HOMES","38.884","45,94%"
"A.S. VIGO","MULLERES","45.763","54,06%"
"SEN A.S. ASIGNADA","HOMES","115","47,13%"
"SEN A.S. ASIGNADA","MULLERES","129","52,87%"
