Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","110.716","47,35%"
"GALICIA","MULLERES","123.125","52,65%"

"A.S. A CORUÑA E CEE","HOMES","23.877","47,39%"
"A.S. A CORUÑA E CEE","MULLERES","26.504","52,61%"
"A.S. FERROL","HOMES","7.293","47,21%"
"A.S. FERROL","MULLERES","8.155","52,79%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","11.503","47,21%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","12.863","52,79%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","13.134","47,03%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","14.790","52,97%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","13.213","47,5%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","14.604","52,5%"
"A.S. SANTIAGO E BARBANZA","HOMES","14.750","47,34%"
"A.S. SANTIAGO E BARBANZA","MULLERES","16.406","52,66%"
"A.S. VIGO","HOMES","26.946","47,48%"
"A.S. VIGO","MULLERES","29.803","52,52%"
