Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","173.171","45,24%"
"GALICIA","MULLERES","209.634","54,76%"

"A.S. A CORUÑA E CEE","HOMES","38.459","44,89%"
"A.S. A CORUÑA E CEE","MULLERES","47.224","55,11%"
"A.S. FERROL","HOMES","12.505","44,64%"
"A.S. FERROL","MULLERES","15.505","55,36%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.664","44,88%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","24.149","55,12%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.880","44,44%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","26.101","55,56%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.475","45,44%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.383","54,56%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.922","45,93%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.989","54,07%"
"A.S. VIGO","HOMES","39.157","45,9%"
"A.S. VIGO","MULLERES","46.156","54,1%"
"SEN A.S. ASIGNADA","HOMES","109","46,19%"
"SEN A.S. ASIGNADA","MULLERES","127","53,81%"
