Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","55.261","46,8%"
"GALICIA","MULLERES","62.813","53,2%"

"A.S. A CORUÑA E CEE","HOMES","13.068","46,98%"
"A.S. A CORUÑA E CEE","MULLERES","14.747","53,02%"
"A.S. FERROL","HOMES","3.793","45,81%"
"A.S. FERROL","MULLERES","4.486","54,19%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.859","46,82%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.654","53,18%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.636","46,27%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.705","53,73%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","6.328","47,24%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","7.068","52,76%"
"A.S. SANTIAGO E BARBANZA","HOMES","8.172","47,39%"
"A.S. SANTIAGO E BARBANZA","MULLERES","9.071","52,61%"
"A.S. VIGO","HOMES","11.405","46,58%"
"A.S. VIGO","MULLERES","13.082","53,42%"
