Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","51.635","46,53%"
"GALICIA","MULLERES","59.332","53,47%"

"A.S. A CORUÑA E CEE","HOMES","12.296","46,75%"
"A.S. A CORUÑA E CEE","MULLERES","14.007","53,25%"
"A.S. FERROL","HOMES","3.631","45,7%"
"A.S. FERROL","MULLERES","4.315","54,3%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.442","46,65%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.224","53,35%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.269","46,05%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.344","53,95%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.842","46,92%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.608","53,08%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.684","47,08%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.636","52,92%"
"A.S. VIGO","HOMES","10.471","46,19%"
"A.S. VIGO","MULLERES","12.198","53,81%"
