Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","19.880","45,69%"
"GALICIA","MULLERES","23.628","54,31%"

"A.S. A CORUÑA E CEE","HOMES","4.628","46,21%"
"A.S. A CORUÑA E CEE","MULLERES","5.387","53,79%"
"A.S. FERROL","HOMES","1.195","44%"
"A.S. FERROL","MULLERES","1.521","56%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","2.414","45,83%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","2.853","54,17%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","3.039","44,27%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","3.826","55,73%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","2.041","46,47%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","2.351","53,53%"
"A.S. SANTIAGO E BARBANZA","HOMES","2.959","46,44%"
"A.S. SANTIAGO E BARBANZA","MULLERES","3.413","53,56%"
"A.S. VIGO","HOMES","3.604","45,73%"
"A.S. VIGO","MULLERES","4.277","54,27%"
