Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","75.578","47,44%"
"GALICIA","MULLERES","83.726","52,56%"

"A.S. A CORUÑA E CEE","HOMES","17.762","47,51%"
"A.S. A CORUÑA E CEE","MULLERES","19.624","52,49%"
"A.S. FERROL","HOMES","4.973","46,75%"
"A.S. FERROL","MULLERES","5.665","53,25%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.417","47,48%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","9.312","52,52%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.494","46,96%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.592","53,04%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.695","47,53%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.597","52,47%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.625","47,93%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.543","52,07%"
"A.S. VIGO","HOMES","16.612","47,46%"
"A.S. VIGO","MULLERES","18.393","52,54%"
