Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","53.072","46,61%"
"GALICIA","MULLERES","60.784","53,39%"

"A.S. A CORUÑA E CEE","HOMES","12.527","46,83%"
"A.S. A CORUÑA E CEE","MULLERES","14.222","53,17%"
"A.S. FERROL","HOMES","3.702","45,79%"
"A.S. FERROL","MULLERES","4.383","54,21%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.593","46,65%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.395","53,35%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.375","46,08%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.459","53,92%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","6.017","47,02%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.779","52,98%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.935","47,2%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.877","52,8%"
"A.S. VIGO","HOMES","10.923","46,3%"
"A.S. VIGO","MULLERES","12.669","53,7%"
