Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","159.525","44,98%"
"GALICIA","MULLERES","195.106","55,02%"

"A.S. A CORUÑA E CEE","HOMES","34.910","44,76%"
"A.S. A CORUÑA E CEE","MULLERES","43.089","55,24%"
"A.S. FERROL","HOMES","11.223","44,33%"
"A.S. FERROL","MULLERES","14.095","55,67%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.690","44,24%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.300","55,76%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.258","43,93%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.578","56,07%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.322","45,22%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.193","54,78%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.048","45,65%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.063","54,35%"
"A.S. VIGO","HOMES","36.957","45,84%"
"A.S. VIGO","MULLERES","43.659","54,16%"
"SEN A.S. ASIGNADA","HOMES","117","47,56%"
"SEN A.S. ASIGNADA","MULLERES","129","52,44%"
