Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","164.930","45,01%"
"GALICIA","MULLERES","201.485","54,99%"

"A.S. A CORUÑA E CEE","HOMES","36.360","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","44.917","55,26%"
"A.S. FERROL","HOMES","11.806","44,41%"
"A.S. FERROL","MULLERES","14.779","55,59%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.365","44,37%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.030","55,63%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.871","44%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.286","56%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.851","45,23%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.823","54,77%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.719","45,65%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.858","54,35%"
"A.S. VIGO","HOMES","37.837","45,87%"
"A.S. VIGO","MULLERES","44.658","54,13%"
"SEN A.S. ASIGNADA","HOMES","121","47,45%"
"SEN A.S. ASIGNADA","MULLERES","134","52,55%"
