Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","167.131","45,08%"
"GALICIA","MULLERES","203.649","54,92%"

"A.S. A CORUÑA E CEE","HOMES","36.877","44,76%"
"A.S. A CORUÑA E CEE","MULLERES","45.504","55,24%"
"A.S. FERROL","HOMES","12.032","44,49%"
"A.S. FERROL","MULLERES","15.014","55,51%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.685","44,54%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.263","55,46%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.200","44,14%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.566","55,86%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.018","45,28%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.980","54,72%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.032","45,71%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.166","54,29%"
"A.S. VIGO","HOMES","38.169","45,88%"
"A.S. VIGO","MULLERES","45.024","54,12%"
"SEN A.S. ASIGNADA","HOMES","118","47,2%"
"SEN A.S. ASIGNADA","MULLERES","132","52,8%"
