Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","76.887","47,41%"
"GALICIA","MULLERES","85.304","52,59%"

"A.S. A CORUÑA E CEE","HOMES","18.020","47,43%"
"A.S. A CORUÑA E CEE","MULLERES","19.969","52,57%"
"A.S. FERROL","HOMES","5.056","46,8%"
"A.S. FERROL","MULLERES","5.747","53,2%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.544","47,42%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","9.472","52,58%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.800","47%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.923","53%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.802","47,46%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.744","52,54%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.761","47,91%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.702","52,09%"
"A.S. VIGO","HOMES","16.904","47,42%"
"A.S. VIGO","MULLERES","18.747","52,58%"
