Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","14.380","45,64%"
"GALICIA","MULLERES","17.130","54,36%"

"A.S. A CORUÑA E CEE","HOMES","3.527","46,1%"
"A.S. A CORUÑA E CEE","MULLERES","4.124","53,9%"
"A.S. FERROL","HOMES","733","44,7%"
"A.S. FERROL","MULLERES","907","55,3%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","1.703","44,51%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","2.123","55,49%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","2.590","43,99%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","3.298","56,01%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","1.378","47,42%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","1.528","52,58%"
"A.S. SANTIAGO E BARBANZA","HOMES","2.284","46,64%"
"A.S. SANTIAGO E BARBANZA","MULLERES","2.613","53,36%"
"A.S. VIGO","HOMES","2.165","46,04%"
"A.S. VIGO","MULLERES","2.537","53,96%"
