Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","150.487","45,35%"
"GALICIA","MULLERES","181.346","54,65%"

"A.S. A CORUÑA E CEE","HOMES","32.749","45,29%"
"A.S. A CORUÑA E CEE","MULLERES","39.564","54,71%"
"A.S. FERROL","HOMES","10.369","44,8%"
"A.S. FERROL","MULLERES","12.775","55,2%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","16.545","44,37%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","20.741","55,63%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","18.121","44,39%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","22.704","55,61%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","17.420","45,54%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","20.834","54,46%"
"A.S. SANTIAGO E BARBANZA","HOMES","19.949","46,01%"
"A.S. SANTIAGO E BARBANZA","MULLERES","23.406","53,99%"
"A.S. VIGO","HOMES","35.267","46,09%"
"A.S. VIGO","MULLERES","41.257","53,91%"
"SEN A.S. ASIGNADA","HOMES","67","50,76%"
"SEN A.S. ASIGNADA","MULLERES","65","49,24%"
