Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","172.751","45,22%"
"GALICIA","MULLERES","209.259","54,78%"

"A.S. A CORUÑA E CEE","HOMES","38.342","44,86%"
"A.S. A CORUÑA E CEE","MULLERES","47.130","55,14%"
"A.S. FERROL","HOMES","12.481","44,65%"
"A.S. FERROL","MULLERES","15.474","55,35%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.596","44,86%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","24.082","55,14%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.824","44,41%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","26.063","55,59%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.438","45,43%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.351","54,57%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.862","45,9%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.947","54,1%"
"A.S. VIGO","HOMES","39.098","45,9%"
"A.S. VIGO","MULLERES","46.085","54,1%"
"SEN A.S. ASIGNADA","HOMES","110","46,41%"
"SEN A.S. ASIGNADA","MULLERES","127","53,59%"
