Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","165.725","45,04%"
"GALICIA","MULLERES","202.261","54,96%"

"A.S. A CORUÑA E CEE","HOMES","36.592","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","45.188","55,26%"
"A.S. FERROL","HOMES","11.907","44,46%"
"A.S. FERROL","MULLERES","14.876","55,54%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.467","44,43%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.093","55,57%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.958","44,05%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.351","55,95%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.904","45,24%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.884","54,76%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.829","45,68%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.961","54,32%"
"A.S. VIGO","HOMES","37.947","45,87%"
"A.S. VIGO","MULLERES","44.774","54,13%"
"SEN A.S. ASIGNADA","HOMES","121","47,45%"
"SEN A.S. ASIGNADA","MULLERES","134","52,55%"
