Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","161.832","44,97%"
"GALICIA","MULLERES","198.019","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.545","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","43.927","55,27%"
"A.S. FERROL","HOMES","11.463","44,3%"
"A.S. FERROL","MULLERES","14.413","55,7%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.964","44,29%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.594","55,71%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.584","43,93%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.993","56,07%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.559","45,2%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.502","54,8%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.302","45,63%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.381","54,37%"
"A.S. VIGO","HOMES","37.291","45,83%"
"A.S. VIGO","MULLERES","44.076","54,17%"
"SEN A.S. ASIGNADA","HOMES","124","48,25%"
"SEN A.S. ASIGNADA","MULLERES","133","51,75%"
