Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","172.983","45,23%"
"GALICIA","MULLERES","209.452","54,77%"

"A.S. A CORUÑA E CEE","HOMES","38.412","44,87%"
"A.S. A CORUÑA E CEE","MULLERES","47.186","55,13%"
"A.S. FERROL","HOMES","12.495","44,65%"
"A.S. FERROL","MULLERES","15.491","55,35%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.642","44,89%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","24.111","55,11%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.851","44,43%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","26.081","55,57%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.457","45,44%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.365","54,56%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.884","45,9%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.969","54,1%"
"A.S. VIGO","HOMES","39.132","45,9%"
"A.S. VIGO","MULLERES","46.122","54,1%"
"SEN A.S. ASIGNADA","HOMES","110","46,41%"
"SEN A.S. ASIGNADA","MULLERES","127","53,59%"
