Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","24.036","45,61%"
"GALICIA","MULLERES","28.664","54,39%"

"A.S. A CORUÑA E CEE","HOMES","5.382","46,11%"
"A.S. A CORUÑA E CEE","MULLERES","6.290","53,89%"
"A.S. FERROL","HOMES","1.528","44,1%"
"A.S. FERROL","MULLERES","1.937","55,9%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","2.885","45,81%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","3.413","54,19%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","3.325","44,32%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","4.177","55,68%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","2.600","45,77%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","3.081","54,23%"
"A.S. SANTIAGO E BARBANZA","HOMES","3.566","46,67%"
"A.S. SANTIAGO E BARBANZA","MULLERES","4.075","53,33%"
"A.S. VIGO","HOMES","4.750","45,49%"
"A.S. VIGO","MULLERES","5.691","54,51%"
