Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","165.891","45,04%"
"GALICIA","MULLERES","202.433","54,96%"

"A.S. A CORUÑA E CEE","HOMES","36.628","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","45.235","55,26%"
"A.S. FERROL","HOMES","11.927","44,47%"
"A.S. FERROL","MULLERES","14.895","55,53%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.493","44,45%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.115","55,55%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.980","44,05%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.378","55,95%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.915","45,24%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.894","54,76%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.845","45,67%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.986","54,33%"
"A.S. VIGO","HOMES","37.983","45,88%"
"A.S. VIGO","MULLERES","44.797","54,12%"
"SEN A.S. ASIGNADA","HOMES","120","47,43%"
"SEN A.S. ASIGNADA","MULLERES","133","52,57%"
