Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","59.993","47,12%"
"GALICIA","MULLERES","67.331","52,88%"

"A.S. A CORUÑA E CEE","HOMES","13.897","47,25%"
"A.S. A CORUÑA E CEE","MULLERES","15.514","52,75%"
"A.S. FERROL","HOMES","3.979","45,94%"
"A.S. FERROL","MULLERES","4.683","54,06%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","6.296","47,16%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","7.054","52,84%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","7.273","46,77%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","8.277","53,23%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","7.133","47,46%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","7.896","52,54%"
"A.S. SANTIAGO E BARBANZA","HOMES","8.721","47,58%"
"A.S. SANTIAGO E BARBANZA","MULLERES","9.608","52,42%"
"A.S. VIGO","HOMES","12.694","47,03%"
"A.S. VIGO","MULLERES","14.299","52,97%"
