Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","163.369","44,98%"
"GALICIA","MULLERES","199.851","55,02%"

"A.S. A CORUÑA E CEE","HOMES","35.980","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","44.459","55,27%"
"A.S. FERROL","HOMES","11.642","44,3%"
"A.S. FERROL","MULLERES","14.638","55,7%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.168","44,33%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.813","55,67%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.712","43,95%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.136","56,05%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.714","45,23%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.664","54,77%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.473","45,61%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.602","54,39%"
"A.S. VIGO","HOMES","37.558","45,82%"
"A.S. VIGO","MULLERES","44.404","54,18%"
"SEN A.S. ASIGNADA","HOMES","122","47,47%"
"SEN A.S. ASIGNADA","MULLERES","135","52,53%"
