Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","164.734","45,01%"
"GALICIA","MULLERES","201.271","54,99%"

"A.S. A CORUÑA E CEE","HOMES","36.309","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","44.861","55,27%"
"A.S. FERROL","HOMES","11.790","44,4%"
"A.S. FERROL","MULLERES","14.766","55,6%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.341","44,37%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.995","55,63%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.856","44,01%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.262","55,99%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.837","45,23%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.809","54,77%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.683","45,65%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.819","54,35%"
"A.S. VIGO","HOMES","37.797","45,86%"
"A.S. VIGO","MULLERES","44.625","54,14%"
"SEN A.S. ASIGNADA","HOMES","121","47,45%"
"SEN A.S. ASIGNADA","MULLERES","134","52,55%"
