Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","75.135","47,44%"
"GALICIA","MULLERES","83.259","52,56%"

"A.S. A CORUÑA E CEE","HOMES","17.679","47,51%"
"A.S. A CORUÑA E CEE","MULLERES","19.531","52,49%"
"A.S. FERROL","HOMES","4.961","46,71%"
"A.S. FERROL","MULLERES","5.659","53,29%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.321","47,44%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","9.219","52,56%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.423","46,97%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.510","53,03%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.678","47,57%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.563","52,43%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.578","47,92%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.496","52,08%"
"A.S. VIGO","HOMES","16.495","47,43%"
"A.S. VIGO","MULLERES","18.281","52,57%"
