Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","22.020","45,66%"
"GALICIA","MULLERES","26.204","54,34%"

"A.S. A CORUÑA E CEE","HOMES","5.055","46,18%"
"A.S. A CORUÑA E CEE","MULLERES","5.892","53,82%"
"A.S. FERROL","HOMES","1.369","44,39%"
"A.S. FERROL","MULLERES","1.715","55,61%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","2.682","45,67%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","3.191","54,33%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","3.166","44,34%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","3.975","55,66%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","2.339","46,39%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","2.703","53,61%"
"A.S. SANTIAGO E BARBANZA","HOMES","3.208","46,34%"
"A.S. SANTIAGO E BARBANZA","MULLERES","3.715","53,66%"
"A.S. VIGO","HOMES","4.201","45,59%"
"A.S. VIGO","MULLERES","5.013","54,41%"
