Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.561","45,19%"
"GALICIA","MULLERES","208.048","54,81%"

"A.S. A CORUÑA E CEE","HOMES","38.038","44,85%"
"A.S. A CORUÑA E CEE","MULLERES","46.781","55,15%"
"A.S. FERROL","HOMES","12.412","44,6%"
"A.S. FERROL","MULLERES","15.415","55,4%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.352","44,78%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.866","55,22%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.679","44,33%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.969","55,67%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.365","45,43%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.264","54,57%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.651","45,83%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.769","54,17%"
"A.S. VIGO","HOMES","38.952","45,93%"
"A.S. VIGO","MULLERES","45.854","54,07%"
"SEN A.S. ASIGNADA","HOMES","112","46,28%"
"SEN A.S. ASIGNADA","MULLERES","130","53,72%"
