Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.374","45,19%"
"GALICIA","MULLERES","207.895","54,81%"

"A.S. A CORUÑA E CEE","HOMES","37.958","44,83%"
"A.S. A CORUÑA E CEE","MULLERES","46.714","55,17%"
"A.S. FERROL","HOMES","12.404","44,63%"
"A.S. FERROL","MULLERES","15.387","55,37%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.328","44,74%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.869","55,26%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.653","44,31%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.956","55,69%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.380","45,44%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.265","54,56%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.620","45,82%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.745","54,18%"
"A.S. VIGO","HOMES","38.917","45,92%"
"A.S. VIGO","MULLERES","45.829","54,08%"
"SEN A.S. ASIGNADA","HOMES","114","46,72%"
"SEN A.S. ASIGNADA","MULLERES","130","53,28%"
