Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","131.918","46,44%"
"GALICIA","MULLERES","152.135","53,56%"

"A.S. A CORUÑA E CEE","HOMES","28.731","46,54%"
"A.S. A CORUÑA E CEE","MULLERES","33.002","53,46%"
"A.S. FERROL","HOMES","8.551","46,36%"
"A.S. FERROL","MULLERES","9.894","53,64%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","14.143","45,82%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","16.721","54,18%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","15.535","45,7%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","18.460","54,3%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","15.534","46,54%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","17.846","53,46%"
"A.S. SANTIAGO E BARBANZA","HOMES","17.544","46,6%"
"A.S. SANTIAGO E BARBANZA","MULLERES","20.105","53,4%"
"A.S. VIGO","HOMES","31.865","46,89%"
"A.S. VIGO","MULLERES","36.091","53,11%"
"SEN A.S. ASIGNADA","HOMES","15","48,39%"
"SEN A.S. ASIGNADA","MULLERES","16","51,61%"
