Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.945","45,2%"
"GALICIA","MULLERES","208.449","54,8%"

"A.S. A CORUÑA E CEE","HOMES","38.137","44,85%"
"A.S. A CORUÑA E CEE","MULLERES","46.901","55,15%"
"A.S. FERROL","HOMES","12.433","44,63%"
"A.S. FERROL","MULLERES","15.423","55,37%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.430","44,78%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.957","55,22%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.734","44,38%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.988","55,62%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.380","45,42%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.289","54,58%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.728","45,86%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.834","54,14%"
"A.S. VIGO","HOMES","38.992","45,92%"
"A.S. VIGO","MULLERES","45.927","54,08%"
"SEN A.S. ASIGNADA","HOMES","111","46,06%"
"SEN A.S. ASIGNADA","MULLERES","130","53,94%"
