Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","159.811","44,99%"
"GALICIA","MULLERES","195.435","55,01%"

"A.S. A CORUÑA E CEE","HOMES","34.996","44,77%"
"A.S. A CORUÑA E CEE","MULLERES","43.179","55,23%"
"A.S. FERROL","HOMES","11.247","44,33%"
"A.S. FERROL","MULLERES","14.124","55,67%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.730","44,26%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.333","55,74%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.286","43,93%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.618","56,07%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.341","45,2%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.232","54,8%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.082","45,64%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.110","54,36%"
"A.S. VIGO","HOMES","37.011","45,85%"
"A.S. VIGO","MULLERES","43.710","54,15%"
"SEN A.S. ASIGNADA","HOMES","118","47,77%"
"SEN A.S. ASIGNADA","MULLERES","129","52,23%"
