Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","138.082","46,18%"
"GALICIA","MULLERES","160.940","53,82%"

"A.S. A CORUÑA E CEE","HOMES","29.968","46,2%"
"A.S. A CORUÑA E CEE","MULLERES","34.902","53,8%"
"A.S. FERROL","HOMES","9.030","46,07%"
"A.S. FERROL","MULLERES","10.571","53,93%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","15.000","45,55%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","17.930","54,45%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","16.451","45,26%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","19.900","54,74%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","16.185","46,29%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","18.779","53,71%"
"A.S. SANTIAGO E BARBANZA","HOMES","18.403","46,52%"
"A.S. SANTIAGO E BARBANZA","MULLERES","21.157","53,48%"
"A.S. VIGO","HOMES","33.014","46,7%"
"A.S. VIGO","MULLERES","37.677","53,3%"
"SEN A.S. ASIGNADA","HOMES","31","56,36%"
"SEN A.S. ASIGNADA","MULLERES","24","43,64%"
