Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","18.250","45,72%"
"GALICIA","MULLERES","21.667","54,28%"

"A.S. A CORUÑA E CEE","HOMES","4.283","46,11%"
"A.S. A CORUÑA E CEE","MULLERES","5.005","53,89%"
"A.S. FERROL","HOMES","1.093","43,97%"
"A.S. FERROL","MULLERES","1.393","56,03%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","2.172","45,37%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","2.615","54,63%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","2.920","44,16%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","3.693","55,84%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","1.848","46,84%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","2.097","53,16%"
"A.S. SANTIAGO E BARBANZA","HOMES","2.763","46,55%"
"A.S. SANTIAGO E BARBANZA","MULLERES","3.172","53,45%"
"A.S. VIGO","HOMES","3.171","46,2%"
"A.S. VIGO","MULLERES","3.692","53,8%"
