Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","25.155","45,72%"
"GALICIA","MULLERES","29.868","54,28%"

"A.S. A CORUÑA E CEE","HOMES","5.556","46,21%"
"A.S. A CORUÑA E CEE","MULLERES","6.467","53,79%"
"A.S. FERROL","HOMES","1.616","44,53%"
"A.S. FERROL","MULLERES","2.013","55,47%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","2.954","45,88%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","3.484","54,12%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","3.417","44,41%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","4.277","55,59%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","2.766","45,69%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","3.288","54,31%"
"A.S. SANTIAGO E BARBANZA","HOMES","3.830","46,74%"
"A.S. SANTIAGO E BARBANZA","MULLERES","4.364","53,26%"
"A.S. VIGO","HOMES","5.016","45,64%"
"A.S. VIGO","MULLERES","5.975","54,36%"
