Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","105.538","47,5%"
"GALICIA","MULLERES","116.627","52,5%"

"A.S. A CORUÑA E CEE","HOMES","22.821","47,56%"
"A.S. A CORUÑA E CEE","MULLERES","25.158","52,44%"
"A.S. FERROL","HOMES","6.852","47,44%"
"A.S. FERROL","MULLERES","7.593","52,56%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","10.963","47,48%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","12.126","52,52%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","12.541","47,26%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","13.993","52,74%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","12.663","47,57%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","13.957","52,43%"
"A.S. SANTIAGO E BARBANZA","HOMES","14.157","47,41%"
"A.S. SANTIAGO E BARBANZA","MULLERES","15.703","52,59%"
"A.S. VIGO","HOMES","25.541","47,62%"
"A.S. VIGO","MULLERES","28.097","52,38%"
