Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","24.303","45,64%"
"GALICIA","MULLERES","28.952","54,36%"

"A.S. A CORUÑA E CEE","HOMES","5.421","46,14%"
"A.S. A CORUÑA E CEE","MULLERES","6.328","53,86%"
"A.S. FERROL","HOMES","1.569","44,44%"
"A.S. FERROL","MULLERES","1.962","55,56%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","2.897","45,79%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","3.430","54,21%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","3.348","44,36%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","4.200","55,64%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","2.646","45,67%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","3.148","54,33%"
"A.S. SANTIAGO E BARBANZA","HOMES","3.625","46,68%"
"A.S. SANTIAGO E BARBANZA","MULLERES","4.140","53,32%"
"A.S. VIGO","HOMES","4.797","45,51%"
"A.S. VIGO","MULLERES","5.744","54,49%"
