Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","57.800","47%"
"GALICIA","MULLERES","65.168","53%"

"A.S. A CORUÑA E CEE","HOMES","13.478","47,1%"
"A.S. A CORUÑA E CEE","MULLERES","15.135","52,9%"
"A.S. FERROL","HOMES","3.883","45,84%"
"A.S. FERROL","MULLERES","4.588","54,16%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","6.072","47,09%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.822","52,91%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","7.036","46,58%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","8.068","53,42%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","6.699","47,28%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","7.470","52,72%"
"A.S. SANTIAGO E BARBANZA","HOMES","8.492","47,55%"
"A.S. SANTIAGO E BARBANZA","MULLERES","9.367","52,45%"
"A.S. VIGO","HOMES","12.140","46,95%"
"A.S. VIGO","MULLERES","13.718","53,05%"
