Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","50.858","46,47%"
"GALICIA","MULLERES","58.576","53,53%"

"A.S. A CORUÑA E CEE","HOMES","12.116","46,71%"
"A.S. A CORUÑA E CEE","MULLERES","13.825","53,29%"
"A.S. FERROL","HOMES","3.610","45,71%"
"A.S. FERROL","MULLERES","4.288","54,29%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.392","46,62%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.175","53,38%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.198","45,94%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.294","54,06%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.714","46,81%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.492","53,19%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.573","46,99%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.543","53,01%"
"A.S. VIGO","HOMES","10.255","46,16%"
"A.S. VIGO","MULLERES","11.959","53,84%"
