Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","136.107","46,28%"
"GALICIA","MULLERES","157.988","53,72%"

"A.S. A CORUÑA E CEE","HOMES","29.547","46,33%"
"A.S. A CORUÑA E CEE","MULLERES","34.226","53,67%"
"A.S. FERROL","HOMES","8.798","46,16%"
"A.S. FERROL","MULLERES","10.263","53,84%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","14.763","45,68%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","17.555","54,32%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","16.162","45,42%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","19.420","54,58%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","15.996","46,42%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","18.464","53,58%"
"A.S. SANTIAGO E BARBANZA","HOMES","18.150","46,52%"
"A.S. SANTIAGO E BARBANZA","MULLERES","20.869","53,48%"
"A.S. VIGO","HOMES","32.665","46,78%"
"A.S. VIGO","MULLERES","37.168","53,22%"
"SEN A.S. ASIGNADA","HOMES","26","53,06%"
"SEN A.S. ASIGNADA","MULLERES","23","46,94%"
