Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","163.058","44,98%"
"GALICIA","MULLERES","199.486","55,02%"

"A.S. A CORUÑA E CEE","HOMES","35.913","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","44.360","55,26%"
"A.S. FERROL","HOMES","11.600","44,28%"
"A.S. FERROL","MULLERES","14.599","55,72%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.103","44,3%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.758","55,7%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.693","43,96%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.107","56,04%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.679","45,22%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.627","54,78%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.419","45,62%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.532","54,38%"
"A.S. VIGO","HOMES","37.528","45,82%"
"A.S. VIGO","MULLERES","44.369","54,18%"
"SEN A.S. ASIGNADA","HOMES","123","47,86%"
"SEN A.S. ASIGNADA","MULLERES","134","52,14%"
