Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.566","45,19%"
"GALICIA","MULLERES","208.056","54,81%"

"A.S. A CORUÑA E CEE","HOMES","38.043","44,85%"
"A.S. A CORUÑA E CEE","MULLERES","46.783","55,15%"
"A.S. FERROL","HOMES","12.410","44,6%"
"A.S. FERROL","MULLERES","15.413","55,4%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.352","44,77%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.869","55,23%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.678","44,33%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.969","55,67%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.363","45,42%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.265","54,58%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.653","45,83%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.770","54,17%"
"A.S. VIGO","HOMES","38.955","45,93%"
"A.S. VIGO","MULLERES","45.857","54,07%"
"SEN A.S. ASIGNADA","HOMES","112","46,28%"
"SEN A.S. ASIGNADA","MULLERES","130","53,72%"
