Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","42.097","46,2%"
"GALICIA","MULLERES","49.015","53,8%"

"A.S. A CORUÑA E CEE","HOMES","9.532","46,39%"
"A.S. A CORUÑA E CEE","MULLERES","11.014","53,61%"
"A.S. FERROL","HOMES","2.992","45,46%"
"A.S. FERROL","MULLERES","3.590","54,54%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","4.597","46,49%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","5.292","53,51%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","5.501","45,55%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","6.575","54,45%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","4.539","46,17%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","5.291","53,83%"
"A.S. SANTIAGO E BARBANZA","HOMES","6.582","46,99%"
"A.S. SANTIAGO E BARBANZA","MULLERES","7.424","53,01%"
"A.S. VIGO","HOMES","8.354","45,94%"
"A.S. VIGO","MULLERES","9.829","54,06%"
