Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","160.445","44,97%"
"GALICIA","MULLERES","196.321","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.164","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","43.451","55,27%"
"A.S. FERROL","HOMES","11.314","44,3%"
"A.S. FERROL","MULLERES","14.223","55,7%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.824","44,28%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.432","55,72%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.376","43,93%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.729","56,07%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.414","45,2%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.329","54,8%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.147","45,63%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.200","54,37%"
"A.S. VIGO","HOMES","37.087","45,84%"
"A.S. VIGO","MULLERES","43.826","54,16%"
"SEN A.S. ASIGNADA","HOMES","119","47,6%"
"SEN A.S. ASIGNADA","MULLERES","131","52,4%"
