Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","159.345","44,98%"
"GALICIA","MULLERES","194.880","55,02%"

"A.S. A CORUÑA E CEE","HOMES","34.865","44,77%"
"A.S. A CORUÑA E CEE","MULLERES","43.010","55,23%"
"A.S. FERROL","HOMES","11.201","44,29%"
"A.S. FERROL","MULLERES","14.087","55,71%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.661","44,23%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.271","55,77%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.228","43,92%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.552","56,08%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.303","45,22%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.171","54,78%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.034","45,66%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.037","54,34%"
"A.S. VIGO","HOMES","36.939","45,85%"
"A.S. VIGO","MULLERES","43.625","54,15%"
"SEN A.S. ASIGNADA","HOMES","114","47,3%"
"SEN A.S. ASIGNADA","MULLERES","127","52,7%"
