Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","47.889","46,36%"
"GALICIA","MULLERES","55.417","53,64%"

"A.S. A CORUÑA E CEE","HOMES","11.399","46,63%"
"A.S. A CORUÑA E CEE","MULLERES","13.047","53,37%"
"A.S. FERROL","HOMES","3.494","45,57%"
"A.S. FERROL","MULLERES","4.173","54,43%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.143","46,37%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","5.949","53,63%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","5.951","45,78%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.048","54,22%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.276","46,53%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.064","53,47%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.211","47%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.132","53%"
"A.S. VIGO","HOMES","9.415","46,11%"
"A.S. VIGO","MULLERES","11.004","53,89%"
