Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","33.665","46,03%"
"GALICIA","MULLERES","39.467","53,97%"

"A.S. A CORUÑA E CEE","HOMES","7.567","46,35%"
"A.S. A CORUÑA E CEE","MULLERES","8.760","53,65%"
"A.S. FERROL","HOMES","2.278","45,46%"
"A.S. FERROL","MULLERES","2.733","54,54%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","3.701","45,95%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","4.353","54,05%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","4.548","45,51%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","5.446","54,49%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","3.551","46,24%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","4.128","53,76%"
"A.S. SANTIAGO E BARBANZA","HOMES","5.351","46,79%"
"A.S. SANTIAGO E BARBANZA","MULLERES","6.085","53,21%"
"A.S. VIGO","HOMES","6.669","45,58%"
"A.S. VIGO","MULLERES","7.962","54,42%"
