Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","74.013","47,46%"
"GALICIA","MULLERES","81.932","52,54%"

"A.S. A CORUÑA E CEE","HOMES","17.401","47,54%"
"A.S. A CORUÑA E CEE","MULLERES","19.202","52,46%"
"A.S. FERROL","HOMES","4.927","46,73%"
"A.S. FERROL","MULLERES","5.617","53,27%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.083","47,48%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","8.941","52,52%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.298","47%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.359","53%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.610","47,6%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.477","52,4%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.384","47,94%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.276","52,06%"
"A.S. VIGO","HOMES","16.310","47,45%"
"A.S. VIGO","MULLERES","18.060","52,55%"
