Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","172.656","45,22%"
"GALICIA","MULLERES","209.174","54,78%"

"A.S. A CORUÑA E CEE","HOMES","38.314","44,86%"
"A.S. A CORUÑA E CEE","MULLERES","47.101","55,14%"
"A.S. FERROL","HOMES","12.475","44,63%"
"A.S. FERROL","MULLERES","15.475","55,37%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.580","44,86%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","24.064","55,14%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.816","44,41%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","26.055","55,59%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.431","45,43%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.344","54,57%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.852","45,9%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.935","54,1%"
"A.S. VIGO","HOMES","39.078","45,89%"
"A.S. VIGO","MULLERES","46.073","54,11%"
"SEN A.S. ASIGNADA","HOMES","110","46,41%"
"SEN A.S. ASIGNADA","MULLERES","127","53,59%"
