Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","78.042","47,44%"
"GALICIA","MULLERES","86.463","52,56%"

"A.S. A CORUÑA E CEE","HOMES","18.181","47,48%"
"A.S. A CORUÑA E CEE","MULLERES","20.107","52,52%"
"A.S. FERROL","HOMES","5.119","46,83%"
"A.S. FERROL","MULLERES","5.813","53,17%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.663","47,43%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","9.603","52,57%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","9.065","47,02%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","10.212","52,98%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.899","47,47%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.847","52,53%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.861","47,99%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.771","52,01%"
"A.S. VIGO","HOMES","17.254","47,45%"
"A.S. VIGO","MULLERES","19.110","52,55%"
