Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","166.917","45,07%"
"GALICIA","MULLERES","203.445","54,93%"

"A.S. A CORUÑA E CEE","HOMES","36.817","44,75%"
"A.S. A CORUÑA E CEE","MULLERES","45.460","55,25%"
"A.S. FERROL","HOMES","12.017","44,49%"
"A.S. FERROL","MULLERES","14.993","55,51%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.644","44,5%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.248","55,5%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.176","44,13%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.545","55,87%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.998","45,27%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.968","54,73%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.005","45,73%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.119","54,27%"
"A.S. VIGO","HOMES","38.142","45,89%"
"A.S. VIGO","MULLERES","44.979","54,11%"
"SEN A.S. ASIGNADA","HOMES","118","47,01%"
"SEN A.S. ASIGNADA","MULLERES","133","52,99%"
