Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","159.547","44,98%"
"GALICIA","MULLERES","195.127","55,02%"

"A.S. A CORUÑA E CEE","HOMES","34.917","44,76%"
"A.S. A CORUÑA E CEE","MULLERES","43.096","55,24%"
"A.S. FERROL","HOMES","11.227","44,33%"
"A.S. FERROL","MULLERES","14.097","55,67%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.697","44,24%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.303","55,76%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.258","43,93%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.578","56,07%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.321","45,22%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.197","54,78%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.050","45,64%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.067","54,36%"
"A.S. VIGO","HOMES","36.960","45,84%"
"A.S. VIGO","MULLERES","43.660","54,16%"
"SEN A.S. ASIGNADA","HOMES","117","47,56%"
"SEN A.S. ASIGNADA","MULLERES","129","52,44%"
