Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","161.530","44,97%"
"GALICIA","MULLERES","197.670","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.465","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","43.827","55,27%"
"A.S. FERROL","HOMES","11.434","44,3%"
"A.S. FERROL","MULLERES","14.379","55,7%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.934","44,29%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.560","55,71%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.547","43,94%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.938","56,06%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.529","45,19%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.469","54,81%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.269","45,62%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.348","54,38%"
"A.S. VIGO","HOMES","37.228","45,82%"
"A.S. VIGO","MULLERES","44.017","54,18%"
"SEN A.S. ASIGNADA","HOMES","124","48,44%"
"SEN A.S. ASIGNADA","MULLERES","132","51,56%"
