Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","75.815","47,43%"
"GALICIA","MULLERES","84.046","52,57%"

"A.S. A CORUÑA E CEE","HOMES","17.829","47,47%"
"A.S. A CORUÑA E CEE","MULLERES","19.729","52,53%"
"A.S. FERROL","HOMES","4.981","46,75%"
"A.S. FERROL","MULLERES","5.674","53,25%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.441","47,45%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","9.348","52,55%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.526","46,94%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.636","53,06%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.718","47,53%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.626","52,47%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.652","47,92%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.578","52,08%"
"A.S. VIGO","HOMES","16.668","47,46%"
"A.S. VIGO","MULLERES","18.455","52,54%"
