Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","167.639","45,09%"
"GALICIA","MULLERES","204.157","54,91%"

"A.S. A CORUÑA E CEE","HOMES","37.054","44,79%"
"A.S. A CORUÑA E CEE","MULLERES","45.674","55,21%"
"A.S. FERROL","HOMES","12.069","44,48%"
"A.S. FERROL","MULLERES","15.062","55,52%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.733","44,56%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.309","55,44%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.250","44,18%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.589","55,82%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.075","45,32%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.013","54,68%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.084","45,7%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.241","54,3%"
"A.S. VIGO","HOMES","38.257","45,88%"
"A.S. VIGO","MULLERES","45.137","54,12%"
"SEN A.S. ASIGNADA","HOMES","117","46,99%"
"SEN A.S. ASIGNADA","MULLERES","132","53,01%"
