Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","43.278","46,23%"
"GALICIA","MULLERES","50.346","53,77%"

"A.S. A CORUÑA E CEE","HOMES","9.839","46,35%"
"A.S. A CORUÑA E CEE","MULLERES","11.389","53,65%"
"A.S. FERROL","HOMES","3.097","45,48%"
"A.S. FERROL","MULLERES","3.712","54,52%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","4.697","46,34%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","5.439","53,66%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","5.626","45,67%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","6.694","54,33%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","4.741","46,39%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","5.478","53,61%"
"A.S. SANTIAGO E BARBANZA","HOMES","6.749","46,97%"
"A.S. SANTIAGO E BARBANZA","MULLERES","7.619","53,03%"
"A.S. VIGO","HOMES","8.529","45,99%"
"A.S. VIGO","MULLERES","10.015","54,01%"
