Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","161.025","44,97%"
"GALICIA","MULLERES","197.075","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.347","44,72%"
"A.S. A CORUÑA E CEE","MULLERES","43.687","55,28%"
"A.S. FERROL","HOMES","11.372","44,27%"
"A.S. FERROL","MULLERES","14.315","55,73%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.870","44,27%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.496","55,73%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.473","43,96%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.822","56,04%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.470","45,18%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.414","54,82%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.209","45,61%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.290","54,39%"
"A.S. VIGO","HOMES","37.162","45,83%"
"A.S. VIGO","MULLERES","43.920","54,17%"
"SEN A.S. ASIGNADA","HOMES","122","48,22%"
"SEN A.S. ASIGNADA","MULLERES","131","51,78%"
